태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,x,y,region_1depth_name,region_2depth_name,region_3depth_h_name,source_file
윤성태양광발전소,경상북도 경산시 진량읍 공단4로5길 71,,,,,정상가동,675.36,22900,60,2021,,,,,2024-11-20,128.820280256526,35.8700407242405,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
한빛태양광발전소,,경상북도 경산시 용성면 내촌리 154-1,,,,정상가동,99.84,380,60,2021,,,,,2024-11-20,128.897869693136,35.8260003401103,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
문형태양광발전소2호,경상북도 경산시 용성면 용림로 13-16,,,,,정상가동,19.88,380,60,2021,,,,,2024-11-20,128.903005436854,35.7716211779002,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
문형태양광발전소3호,경상북도 경산시 용성면 용림로 15,,,,,정상가동,15.36,380,60,2021,,,,,2024-11-20,128.904103154258,35.7708497495321,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
KEPCO-13-F34 아진태양광발전소,경상북도 경산시 진량읍 공단4로 171,,,,,정상가동,1088.66,22900,60,2021,,,,,2024-11-20,128.827909308318,35.8729851922773,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
KEPCO-13-F36 아진태양광발전소,경상북도 경산시 진량읍 공단8로 64,,,,,정상가동,991.8,22900,60,2021,,,,,2024-11-20,128.832119760601,35.8637054900397,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
KEPCO-13-F37 우신태양광발전소,경상북도 경산시 진량읍 공단6로 69,,,,,정상가동,451.82,380,60,2021,,,,,2024-11-20,128.824479342838,35.8650319880541,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
세진태양광발전소,경상북도 경산시 성암로1길 18,,,,,정상가동,19.2,380,60,2021,,,,,2024-11-20,128.717664389493,35.8229980607024,경북,경산시,서부1동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
옥산빌태양광발전소,경상북도 경산시 성암로11길 13,,,,,정상가동,19.2,380,60,2021,,,,,2024-11-20,128.722102327125,35.8243502184323,경북,경산시,서부1동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
대구태양광발전소,경상북도 경산시 와촌면 신한길 86,,,,,정상가동,99.84,380,60,2022,,,,,2024-11-20,128.800675900569,35.9588980169799,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
삼성태양광발전소1호,경상북도 경산시 자인면 자인공단1로 35,,,,,정상가동,29.79,380,60,2022,,,,,2024-11-20,128.817986840989,35.8259535499614,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
삼성태양광발전소2호,경상북도 경산시 자인면 자인공단1로 35,,,,,정상가동,29.79,380,60,2022,,,,,2024-11-20,128.817986840989,35.8259535499614,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
삼성태양광발전소3호,경상북도 경산시 자인면 자인공단1로 35,,,,,정상가동,29.79,380,60,2022,,,,,2024-11-20,128.817986840989,35.8259535499614,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
자인1호태양광발전소,경상북도 경산시 자인면 계남길 110-23,,,,,정상가동,99.645,380,60,2022,,,,,2024-11-20,128.805426316156,35.8090186112691,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
자인2호태양광발전소,경상북도 경산시 자인면 계남길 110-23,,,,,정상가동,99.645,380,60,2022,,,,,2024-11-20,128.805426316156,35.8090186112691,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
더원태양광발전소,경상북도 경산시 진량읍 공단9로 76,,,,,정상가동,97.92,380,60,2022,,,,,2024-11-20,128.8351090084,35.8638871127837,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
더원2호태양광발전소,경상북도 경산시 진량읍 공단9로 74,,,,,정상가동,99.84,380,60,2022,,,,,2024-11-20,128.835263847503,35.8635881020507,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
밝은해태양광발전소,경상북도 경산시 하양읍 지식산업3로 20-17,,,,,정상가동,208.8,380,60,2022,,,,,2024-11-20,128.817586645619,35.9373704902693,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
가연2태양광발전소,경상북도 경산시 진량읍 낙산길 13-1,,,,,정상가동,29.9,380,60,2022,,,,,2024-11-20,128.812916068514,35.875644474883,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
브라이트루프탑1호태양광발전소,경상북도 경산시 하양읍 지식산업2로 95,,,,,정상가동,1499.52,22900,60,2022,,,,,2024-11-20,128.824088950005,35.9421998529861,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
대왕2호태양광발전소,경상북도 경산시 남산면 대왕로 402,,,,,정상가동,99.645,380,60,2022,,,,,2024-11-20,128.826306350888,35.7603311708274,경북,경산시,남산면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
송백1호태양광발전소,경상북도 경산시 남천면 송백2길 39-9,,,,,정상가동,97.44,380,60,2022,,,,,2024-11-20,128.762934353677,35.7554158078503,경북,경산시,남천면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
상암1(남동)태양광발전소,경상북도 경산시 와촌면 와천동길 94,,,,,정상가동,99.82,380,60,2022,,,,,2024-11-20,128.848164593953,35.9352302108935,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
상암2(남서)태양광발전소,경상북도 경산시 와촌면 와천동길 94,,,,,정상가동,81.88,380,60,2022,,,,,2024-11-20,128.848164593953,35.9352302108935,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
우진태양광발전소,경상북도 경산시 진량읍 일연로 479,,,,,정상가동,54.24,380,60,2022,,,,,2024-11-20,128.804515443925,35.8516109922962,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
덕산8호태양광발전소,,경상북도 경산시 용성면 덕천리 183-7,,,,정상가동,99.9,380,60,2022,,,,,2024-11-20,128.884152932885,35.8017897367683,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
새한정공태양광발전소,경상북도 경산시 압량읍 가일길8길 23,,,,,정상가동,99.82,380,60,2022,,,,,2024-11-20,128.777357107259,35.8358734250355,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
진송태양광발전소,경상북도 경산시 압량읍 의송길 99,,,,,정상가동,81.12,380,60,2022,,,,,2024-11-20,128.797000582122,35.8581469787503,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
진호태양광발전소,경상북도 경산시 압량읍 의송길 99,,,,,정상가동,61.44,380,60,2022,,,,,2024-11-20,128.797000582122,35.8581469787503,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
조형태양광발전소,경상북도 경산시 하양읍 지식산업4로6길 4,,,,,정상가동,244.76,380,60,2022,,,,,2024-11-20,128.8196362711,35.9300032044968,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
재원산업태양광발전소1호,경상북도 경산시 남천면 구일길 20,,,,,정상가동,28.8,380,60,2022,,,,,2024-11-20,128.730380066728,35.7907880406623,경북,경산시,남천면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
재원산업태양광발전소2호,경상북도 경산시 남천면 구일길 20,,,,,정상가동,28.8,380,60,2022,,,,,2024-11-20,128.730380066728,35.7907880406623,경북,경산시,남천면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
재원산업태양광발전소3호,경상북도 경산시 남천면 구일길 20,,,,,정상가동,28.8,380,60,2022,,,,,2024-11-20,128.730380066728,35.7907880406623,경북,경산시,남천면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
지오엠태양광발전소,경상북도 경산시 하양읍 아이웨어1로 38,,,,,정상가동,330.02,380,60,2022,,,,,2024-11-20,128.817214684983,35.9389194388981,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
금강태양광발전소,경상북도 경산시 하양읍 지식산업2로4길 22,,,,,정상가동,428.62,380,60,2022,,,,,2024-11-20,128.822313613238,35.9396120159146,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
란1호태양광발전소,경상북도 경산시 용성면 송림길 94,,,,,정상가동,98.4,380,60,2022,,,,,2024-11-20,128.893452048008,35.7971630196034,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
란2호태양광발전소,경상북도 경산시 용성면 송림길 94,,,,,정상가동,99.36,380,60,2022,,,,,2024-11-20,128.893452048008,35.7971630196034,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
남신태양광발전소,경상북도 경산시 자인면 남신1길 194,,,,,정상가동,61.0,380,60,2022,,,,,2024-11-20,128.789825767627,35.8438757944969,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
대성태양광발전소,경상북도 경산시 용성면 육동로 552-10,,,,,정상가동,90.48,380,60,2022,,,,,2024-11-20,128.904150181857,35.7643545265545,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
효성경산KR태양광발전소,경상북도 경산시 진량읍 대구대로 608-22,,,,,정상가동,218.7,380,60,2022,,,,,2024-11-20,128.850606887398,35.8737313262625,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
써드태양광발전소,경상북도 경산시 하양읍 아이웨어3로 8,,,,,정상가동,399.04,380,60,2022,,,,,2024-11-20,128.816082451552,35.939407945142,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
푸드시스템A태양광발전소,경상북도 경산시 와촌면 팔공로114길 27,,,,,정상가동,81.9,380,60,2022,,,,,2024-11-20,128.803841937298,35.9551721651833,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
은성태양광발전소,경상북도 경산시 와촌면 시천1길 19-14,,,,,정상가동,90.0,380,60,2022,,,,,2024-11-20,128.845452442175,35.9331489648853,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
베드로태양광발전소,경상북도 경산시 용성면 구룡로 90,,,,,정상가동,98.02,380,60,2022,,,,,2024-11-20,128.884552095536,35.7963615970059,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
재환태양광발전소,,경상북도 경산시 자인면 계남리 260-2,,,,정상가동,67.86,380,60,2022,,,,,2024-11-20,128.805714313305,35.8096895838352,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
재연태양광발전소,,경상북도 경산시 자인면 계남리 260-2,,,,정상가동,67.86,380,60,2022,,,,,2024-11-20,128.805714313305,35.8096895838352,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
주영태양광발전소,경상북도 경산시 와촌면 팔공로 114길 6,,,,,정상가동,299.28,380,60,2022,,,,,2024-11-20,128.803406231294,35.9565548758783,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
맥스태양광발전소,경상북도 경산시 하양읍 아이웨어1로 29,,,,,정상가동,269.12,380,60,2022,,,,,2024-11-20,128.818495694464,35.9392278537774,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
한길에너지1호태양광발전소,경상북도 경산시 진량읍 공단9로 96,,,,,정상가동,1036.8,22900,60,2022,,,,,2024-11-20,128.835468438403,35.8660749169161,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
한길에너지2호태양광발전소,경상북도 경산시 진량읍 의송길 30,,,,,정상가동,660.48,22900,60,2022,,,,,2024-11-20,128.800830722649,35.8626533968625,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
여천2호태양광발전소,경상북도 경산시 어봉지길 178-4,,,,,정상가동,48.0,380,60,2022,,,,,2024-11-20,128.789505649343,35.796611711948,경북,경산시,동부동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
하대1호태양광발전소,경상북도 경산시 남산면 하남로 85-37,,,,,정상가동,89.28,380,60,2022,,,,,2024-11-20,128.810308925327,35.7979083322782,경북,경산시,남산면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
하대2호태양광발전소,경상북도 경산시 남산면 하남로 85-37,,,,,정상가동,89.28,380,60,2022,,,,,2024-11-20,128.810308925327,35.7979083322782,경북,경산시,남산면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
여천1호태양광발전소,경상북도 경산시 어봉지길 178-4,,,,,정상가동,99.84,380,60,2022,,,,,2024-11-20,128.789505649343,35.796611711948,경북,경산시,동부동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
덕암1호발전소,경상북도 경산시 용성면 덕천2길 25-52,,,,,정상가동,99.18,380,60,2022,,,,,2024-11-20,128.889465198071,35.7944917974753,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
덕암2호발전소,경상북도 경산시 용성면 덕천2길 25-52,,,,,정상가동,99.18,380,60,2022,,,,,2024-11-20,128.889465198071,35.7944917974753,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
덕암3호발전소,경상북도 경산시 용성면 덕천2길 25-52,,,,,정상가동,99.18,380,60,2022,,,,,2024-11-20,128.889465198071,35.7944917974753,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
서보광발전,경상북도 경산시 자인면 읍천2길 46,,,,,정상가동,99.84,380,60,2022,,,,,2024-11-20,128.837572072476,35.8237531946572,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
삼성태양광발전소,경상북도 경산시 진량읍 다문로 383,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.851177153254,35.8755142922553,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
금강1태양광발전소,경상북도 경산시 와촌면 대경로 943-59,,,,,정상가동,91.18,380,60,2022,,,,,2024-11-20,128.839115542538,35.9278056825384,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
미래제3태양광발전소,경상북도 경산시 진량읍 금박로 389-49,,,,,정상가동,99.84,380,60,2022,,,,,2024-11-20,128.841650553359,35.8508824872479,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
미래제4태양광발전소,경상북도 경산시 진량읍 금박로 389-49,,,,,정상가동,99.84,380,60,2022,,,,,2024-11-20,128.841650553359,35.8508824872479,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
미래제5태양광발전소,경상북도 경산시 진량읍 금박로 389-49,,,,,정상가동,49.92,380,60,2022,,,,,2024-11-20,128.841650553359,35.8508824872479,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
동진태양광발전소,경상북도 경산시 하양읍 지식산업1로 47,,,,,정상가동,390.32,380,60,2022,,,,,2024-11-20,128.820832933413,35.9387154601723,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
모햇RE100 2호기,경상북도 경산시 자인면 자인공단로 58,,,,,정상가동,99.82,380,60,2022,,,,,2024-11-20,128.822813325166,35.8268231738437,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
베드로2태양광발전소,,경상북도 경산시 용성면 덕천리 427,,,,정상가동,27.84,380,60,2022,,,,,2024-11-20,128.884692900166,35.7974806392008,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
신촌태양광발전소,경상북도 경산시 진량읍 가야로 268-3,,,,,정상가동,79.46,380,60,2022,,,,,2024-11-20,128.793969114226,35.8497084681509,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
주식회사 동방플랜텍,경상북도 경산시 진량읍 대구대로 560,,,,,정상가동,98.6,380,60,2022,,,,,2024-11-20,128.85130518241,35.8777946341935,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
대한종합ENG1호태양광발전소,경상북도 경산시 진량읍 평사1길 104-64,,,,,정상가동,99.0,380,60,2022,,,,,2024-11-20,128.862575449551,35.881195473777,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
대한종합ENG2호태양광발전소,경상북도 경산시 진량읍 평사1길 104-64,,,,,정상가동,49.5,380,60,2022,,,,,2024-11-20,128.862575449551,35.881195473777,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
대성정밀태양광발전소,경상북도 경산시 진량읍 두인길 17,,,,,정상가동,262.16,380,60,2022,,,,,2024-11-20,128.80282959515,35.8654807495411,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
조흥기전태양광발전소,경상북도 경산시 진량읍 일연로 581,,,,,정상가동,124.12,380,60,2022,,,,,2024-11-20,128.805142375866,35.8601489082318,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
일교산업사태양광발전소,경상북도 경산시 자인면 자인공단4로 47,,,,,정상가동,201.84,380,60,2022,,,,,2024-11-20,128.826486336334,35.8278216097466,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
경동정밀공업태양광발전소,경상북도 경산시 하양읍 지식산업6로 61,,,,,정상가동,699.84,22900,60,2022,,,,,2024-11-20,128.82749685701,35.9389339608178,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
대흥다이코태양광발전소,경상북도 경산시 진량읍 대구대로107길 11-77,,,,,정상가동,50.0,380,60,2022,,,,,2024-11-20,128.856206323098,35.8790750435716,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
㈜효림태양광발전소,경상북도 경산시 하양읍 지식산업1로 98,,,,,정상가동,465.75,380,60,2022,,,,,2024-11-20,128.826263399788,35.9367928934454,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
SM태양광발전소,경상북도 경산시 하양읍 지식산업1로 98,,,,,정상가동,308.2,380,60,2022,,,,,2024-11-20,128.826263399788,35.9367928934454,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
민재태양광발전소,경상북도 경산시 용성면 내촌길 100,,,,,정상가동,97.44,380,60,2022,,,,,2024-11-20,128.894153266393,35.8167917595296,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
송설태양광발전소,경상북도 경산시 자인면 자인공단2로4길 9,,,,,정상가동,99.84,380,60,2022,,,,,2024-11-20,128.821452760707,35.8257625583967,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
신한산업기계1호태양광발전소,경상북도 경산시 용성면 원효로 1261-1,,,,,정상가동,99.735,380,60,2022,,,,,2024-11-20,128.862679811221,35.796944226124,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
신한산업기계2호태양광발전소,경상북도 경산시 용성면 원효로 1261-1,,,,,정상가동,24.525,380,60,2022,,,,,2024-11-20,128.862679811221,35.796944226124,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
오가네2호태양광발전소,경상북도 경산시 경청로217길 19-12,,,,,정상가동,19.19,380,60,2022,,,,,2024-11-20,128.735622979793,35.8018490139792,경북,경산시,남부동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
심영수태양광발전소,경상북도 경산시 자인면 남촌길 19,,,,,정상가동,76.56,380,60,2022,,,,,2024-11-20,128.817008985355,35.8299014413047,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
대경태양광발전소,경상북도 경산시 남천면 하도로 73,,,,,정상가동,99.71,380,60,2022,,,,,2024-11-20,128.734919108352,35.732537336092,경북,경산시,남천면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
케이케이교역태양광발전소,경상북도 경산시 자인면 설총로 750-13,,,,,정상가동,279.66,380,60,2022,,,,,2024-11-20,128.833662488495,35.8048623816976,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
한우리1태양광발전소,경상북도 경산시 하양읍 한사들길 24-39,,,,,정상가동,92.43,380,60,2022,,,,,2024-11-20,128.834103406621,35.9256153067514,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
한우리2태양광발전소,경상북도 경산시 하양읍 한사들길 24-39,,,,,정상가동,92.43,380,60,2022,,,,,2024-11-20,128.834103406621,35.9256153067514,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
센스빌태양광발전소,"경상북도 경산시 성암로3길 3, 4층",,,,,정상가동,14.79,380,60,2022,,,,,2024-11-20,128.718906929556,35.8222838084187,경북,경산시,서부1동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
유신1호태양광발전소,경상북도 경산시 와촌면 대경로 915-60,,,,,정상가동,98.0,380,60,2022,,,,,2024-11-20,128.837821727605,35.9264750246968,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
유신2호태양광발전소,경상북도 경산시 와촌면 대경로 915-60,,,,,정상가동,98.0,380,60,2022,,,,,2024-11-20,128.837821727605,35.9264750246968,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
유신3호태양광발전소,경상북도 경산시 와촌면 대경로 915-60,,,,,정상가동,78.4,380,60,2022,,,,,2024-11-20,128.837821727605,35.9264750246968,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
영동태양광발전소,경상북도 경산시 하양읍 지식산업5로 46,,,,,정상가동,490.68,380,60,2022,,,,,2024-11-20,128.825868425234,35.938239491579,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
미건테크태양광발전소,경상북도 경산시 와촌면 대경로 970,,,,,정상가동,190.71,380,60,2022,,,,,2024-11-20,128.842406925457,35.9232660172328,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
태광기전태양광발전소,경상북도 경산시 하양읍 지식산업6로 31,,,,,정상가동,274.95,380,60,2022,,,,,2024-11-20,128.827694411726,35.935733761551,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
유촌태양광 5호,경상북도 경산시 와촌면 대동로 20-19,,,,,정상가동,26.325,380,60,2022,,,,,2024-11-20,128.809464068286,35.967221796142,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
창원정공1호태양광발전소,경상북도 경산시 하양읍 지식산업4로 84,,,,,정상가동,99.71,380,60,2022,,,,,2024-11-20,128.819372126434,35.9301525568382,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
창원정공2호태양광발전소,경상북도 경산시 하양읍 지식산업4로 84,,,,,정상가동,99.71,380,60,2022,,,,,2024-11-20,128.819372126434,35.9301525568382,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
창원정공5호태양광발전소,경상북도 경산시 하양읍 지식산업4로 84,,,,,정상가동,49.56,380,60,2022,,,,,2024-11-20,128.819372126434,35.9301525568382,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
예민태양광발전소,경상북도 경산시 자인면 압독로 375-1,,,,,정상가동,78.48,380,60,2022,,,,,2024-11-20,128.799477991625,35.8339499745217,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
우진태양광발전소,경상북도 경산시 남산면 남곡길 61,,,,,정상가동,98.02,380,60,2022,,,,,2024-11-20,128.847009082529,35.7760950638044,경북,경산시,남산면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
미정태양광발전소,경상북도 경산시 성암로1길 2-7,,,,,정상가동,12.75,380,60,2022,,,,,2024-11-20,128.71806190128,35.8224879243472,경북,경산시,서부1동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
미정2태양광발전소,경상북도 경산시 성암로12길 31-8,,,,,정상가동,19.38,380,60,2022,,,,,2024-11-20,128.725147119854,35.8209848856619,경북,경산시,서부1동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
도연농원태양광발전소,경상북도 경산시 용성면 내촌길 96-27,,,,,정상가동,69.12,380,60,2022,,,,,2024-11-20,128.894348784081,35.8142228711507,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
퍼스트스킬태양광발전소,경상북도 경산시 압량읍 가일길26길 15,,,,,정상가동,93.6,380,60,2022,,,,,2024-11-20,128.786222433266,35.8413249224082,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
선화태양광발전소,경상북도 경산시 진량읍 상림길 17,,,,,정상가동,19.47,380,60,2022,,,,,2024-11-20,128.831470312459,35.9029390990677,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
용용태양광발전소,경상북도 경산시 용성면 용림로 355-36,,,,,정상가동,99.5,380,60,2022,,,,,2024-11-20,128.901923817438,35.7912433455217,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
시우태양광발전소,경상북도 경산시 경안로67길 2-4,,,,,정상가동,29.5,380,60,2022,,,,,2024-11-20,128.733581119176,35.8368825111869,경북,경산시,북부동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
태성개발태양광발전소,경상북도 경산시 압량읍 감못둑길 57,,,,,정상가동,16.005,380,60,2022,,,,,2024-11-20,128.77055205876,35.8339760251673,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
트리플1호태양광발전소,경상북도 경산시 와촌면 상암길 60-113,,,,,정상가동,99.12,380,60,2022,,,,,2024-11-20,128.838978456171,35.9342127906294,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
트리플2호태양광발전소,경상북도 경산시 와촌면 상암길 60-113,,,,,정상가동,99.71,380,60,2022,,,,,2024-11-20,128.838978456171,35.9342127906294,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
트리플3호태양광발전소,경상북도 경산시 와촌면 상암길 60-113,,,,,정상가동,99.71,380,60,2022,,,,,2024-11-20,128.838978456171,35.9342127906294,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
베스트태양광발전소,,경상북도 경산시 압량읍 당음리 52-1,,,,정상가동,56.525,380,60,2022,,,,,2024-11-20,128.790549804295,35.8341183275609,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
홍덕태양광발전소,경상북도 경산시 남천면 구일길 16,,,,,정상가동,66.08,380,60,2022,,,,,2024-11-20,128.730588911751,35.7908148617342,경북,경산시,남천면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
㈜전우정밀태양광발전소,경상북도 경산시 진량읍 공단8로 24,,,,,정상가동,1300.0,22900,60,2022,,,,,2024-11-20,128.832135007987,35.8595976428575,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
