태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,x,y,region_1depth_name,region_2depth_name,region_3depth_h_name,source_file
대사 태양광발전소,,전라남도 진도군 군내면 녹진리 671-1,,,,정상가동,136.0,380,60,1900,,2018-02-13,,,2024-08-14,126.27244760265,34.5527737202545,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
KNE 태양광발전소,,전라남도 진도군 의신면 칠전리 105,,,,정상가동,297.6,380,60,1900,,2018-02-01,,,2024-08-14,126.256851825764,34.4596447113836,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
MS 태양광발전소,,전라남도 진도군 지산면 심동리 385-3,,,,정상가동,31.03,380,60,1900,,2018-01-18,,,2024-08-14,126.11798780925,34.3893049587021,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
중웅1호 태양광발전소,,전라남도 진도군 고군면 원포리 4,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.380975225735,34.4838577020483,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
아폴론 태양광발전소,,전라남도 진도군 고군면 원포리 4-1,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.381078108879,34.4835322620891,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
썬버드 태양광발전소,,전라남도 진도군 고군면 원포리 4-2,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.381055669323,34.4834015296369,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
다정 태양광발전소,,전라남도 진도군 고군면 원포리 4-3,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.381065674523,34.4833291945947,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
서현1호 태양광발전소,,전라남도 진도군 고군면 원포리 4-4,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.38109250025,34.4832198053664,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
원포2호 태양광발전소,,전라남도 진도군 고군면 원포리 4-5,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.38092787655,34.4831201735947,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
토마토 태양광발전소,,전라남도 진도군 고군면 원포리 4-6,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.381149660796,34.4829385747865,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
한솔 태양광발전소,,전라남도 진도군 고군면 원포리 22,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.380653211841,34.4827531574049,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
광진1호 태양광발전소,,전라남도 진도군 의신면 거룡리 420-1,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.275772907515,34.4210596229418,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
제일1 태양광발전소,,전라남도 진도군 고군면 원포리 22-2,,,,정상가동,97.92,380,60,1900,,2018-01-16,,,2024-08-14,126.38119221429,34.4820850353347,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
길은1호 태양광발전소,,전라남도 진도군 지산면 길은리 1-3,,,,정상가동,99.0,380,60,1900,,2017-12-15,,,2024-08-14,126.206812923364,34.4700632555242,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
무결 태양광발전소,,전라남도 진도군 임회면 용호리 1075-1,,,,정상가동,97.92,380,60,1900,,2020-01-13,,,2024-08-14,126.224929607609,34.4125483143662,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해아름 태양광발전소,,전라남도 진도군 의신면 칠전리 121,,,,정상가동,99.23,380,60,1900,,2017-10-17,,,2024-08-14,126.257497846598,34.46004923519,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
엠제이2호 태양광발전소,,전라남도 진도군 의신면 칠전리 30-3,,,,정상가동,497.0,380,60,1900,,2017-09-28,,,2024-08-14,126.264931264919,34.4521125643781,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
도영 태양광발전소,,전라남도 진도군 의신면 칠전리 30-5,,,,정상가동,497.0,380,60,1900,,2017-09-28,,,2024-08-14,126.263162176298,34.4512834094485,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
광일솔라팜 태양광발전소,,전라남도 진도군 의신면 칠전리 30-8,,,,정상가동,497.0,380,60,1900,,2017-09-28,,,2024-08-14,126.265097612488,34.4515702678636,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
비전 태양광발전소,,전라남도 진도군 의신면 칠전리 30-10,,,,정상가동,497.0,380,60,1900,,2017-09-28,,,2024-08-14,126.26540441219,34.4507082637131,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
진에2호 태양광발전소,,전라남도 진도군 의신면 칠전리 30-9,,,,정상가동,497.0,380,60,1900,,2017-09-28,,,2024-08-14,126.265519580441,34.451026982975,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
자뮤1호 태양광발전소,,전라남도 진도군 의신면 칠전리 30,,,,정상가동,497.0,380,60,1900,,2017-09-28,,,2024-08-14,126.264719677761,34.4524029071252,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
연서1호 태양광발전소,,전라남도 진도군 의신면 칠전리 30-4,,,,정상가동,497.0,380,60,1900,,2017-09-28,,,2024-08-14,126.263423293799,34.452069594297,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
주식회사 광교 태양광발전소,,전라남도 진도군 의신면 칠전리 867-3,,,,정상가동,595.2,380,60,1900,,2017-12-16,,,2024-08-14,126.253395877839,34.4311943754042,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
영인 태양광발전소,,전라남도 진도군 군내면 덕병리 430-1,,,,정상가동,99.0,380,60,1900,,2017-12-22,,,2024-08-14,126.28258705986,34.5383688167202,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
빛나 태양광발전소,,전라남도 진도군 군내면 덕병리 430,,,,정상가동,99.0,380,60,1900,,2017-12-22,,,2024-08-14,126.282740458601,34.5387852754192,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
송암 태양광발전소,,전라남도 진도군 고군면 원포리 455,,,,정상가동,99.0,380,60,1900,,2017-12-22,,,2024-08-14,126.359848504549,34.4862430532486,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
선광 태양광발전소,,전라남도 진도군 고군면 원포리 455-2,,,,정상가동,99.0,380,60,1900,,2017-12-22,,,2024-08-14,126.359393915974,34.4860112547606,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
대승에너지2호 태양광발전소,,전라남도 진도군 고군면 내산리 1020-10,,,,정상가동,198.9,380,60,1900,,2017-08-18,,,2024-08-14,126.351137463999,34.5094193004062,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
(주)진도 태양광발전소,,전라남도 진도군 임회면 명슬리 228-1,,,,정상가동,701.19,380,60,1900,,2014-07-24,,,2024-08-14,126.256390049318,34.4156172334946,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
썬 태양광발전소,,전라남도 진도군 군내면 덕병리 471-13,,,,정상가동,99.0,380,60,1900,,2017-05-18,,,2024-08-14,126.285587810026,34.5401662755287,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
진영 태양광발전소,,전라남도 진도군 군내면 덕병리 471-14,,,,정상가동,99.0,380,60,1900,,2017-05-18,,,2024-08-14,126.285810012291,34.5399522245134,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
아로니아 태양광발전소,,전라남도 진도군 군내면 덕병리 471-3,,,,정상가동,99.0,380,60,1900,,2017-05-18,,,2024-08-14,126.285387037624,34.54049844825,전남,진도군,군내면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
백경월드 태양광발전소,,전라남도 진도군 고군면 고성리 831-5,,,,정상가동,99.23,380,60,1900,,2017-05-18,,,2024-08-14,126.319033790827,34.5015748974387,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
진도블루3 태양광발전소,,전라남도 진도군 지산면 관마리 123-2,,,,정상가동,99.4,380,60,1900,,2017-04-17,,,2024-08-14,126.175102879996,34.4103676466446,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
진도블루2 태양광발전소,,전라남도 진도군 지산면 관마리 123-5,,,,정상가동,99.2,380,60,1900,,2017-04-17,,,2024-08-14,126.174771969072,34.4099185724291,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
진도블루1 태양광발전소,,전라남도 진도군 지산면 관마리 123-1,,,,정상가동,99.2,380,60,1900,,2017-04-17,,,2024-08-14,126.174828813576,34.4101551323565,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
수장저수지 태양광발전소,,전라남도 진도군 임회면 석교리 871,,,,정상가동,993.24,22900,60,1900,,2017-03-23,,,2024-08-14,126.179455182616,34.4019047445217,전남,진도군,임회면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
서지3호 태양광발전소,,전라남도 진도군 고군면 내산리 1020-9,,,,정상가동,99.2,380,60,1900,,2017-03-10,,,2024-08-14,126.35083854717,34.5092649190858,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해성1호 태양광발전소,,전라남도 진도군 고군면 내산리 1020-4,,,,정상가동,198.9,380,60,1900,,2017-03-10,,,2024-08-14,126.350739116593,34.5097856907265,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
해성2호 태양광발전소,전라남도 진도군 고군면 동부해안로 503,,,,,정상가동,496.0,380,60,1900,,2017-03-10,,,2024-08-14,126.378430586856,34.5026523280751,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
(주)가일솔라 태양광발전소,,전라남도 진도군 고군면 내산리 1020-2,,,,정상가동,496.0,380,60,1900,,2017-03-10,,,2024-08-14,126.349515105195,34.5101958227001,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
아름 태양광발전소,전라남도 진도군 진도읍 진도대로 6948-8,,,,,정상가동,40.0,380,60,1900,,2017-01-25,,,2024-08-14,126.24809593168,34.4723198745829,전남,진도군,진도읍,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
석성 태양광발전소,,전라남도 진도군 지산면 앵무리 386,,,,정상가동,200.0,380,60,1900,,2017-01-25,,,2024-08-14,126.190050411984,34.4566357730999,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
나루터 태양광발전소,,전라남도 진도군 의신면 금갑리 349-1,,,,정상가동,49.6,380,60,1900,,2016-12-28,,,2024-08-14,126.287846685609,34.3936443526083,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
풍산원포 태양광발전소,,전라남도 진도군 고군면 원포리 516,,,,정상가동,99.0,380,60,1900,,2016-05-26,,,2024-08-14,126.357863180309,34.4854564077551,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
(유)에스지삼당 태양광발전소,,전라남도 진도군 지산면 삼당리 750-1,,,,정상가동,99.0,380,60,1900,,2014-09-05,,,2024-08-14,126.201550340986,34.438091051907,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
세웅2 태양광발전소,전라남도 진도군 의신면 진도대로 2973,,,,,정상가동,99.0,380,60,1900,,2015-01-21,,,2024-08-14,126.286969729778,34.4067008502181,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
영호에너지(주)남부발전1호 태양광발전소,,전라남도 진도군 의신면 칠전리 1827,,,,정상가동,300.0,22900,60,1900,,2014-07-30,,,2024-08-14,126.243335170723,34.4467424716525,전남,진도군,의신면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
서영 태양광발전소,,전라남도 진도군 고군면 고성리 25-1,,,,정상가동,497.55,380,60,1900,,2014-07-21,,,2024-08-14,126.32765542985,34.4976470471799,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
서진 태양광발전소,전라남도 진도군 고군면 진도대로 146,,,,,정상가동,623.28,22900,60,1900,,2014-06-18,,,2024-08-14,126.330286560024,34.4984834263565,전남,진도군,고군면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
태창쏠라6 태양광발전소,,전라남도 진도군 지산면 인지리 432-1,,,,정상가동,70.0,380,60,1900,,2014-12-01,,,2024-08-14,126.166228454841,34.4323591809354,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
지산보전문석현 태양광발전소,,전라남도 진도군 지산면 보전리 1042,,,,정상가동,99.0,380,60,1900,,2014-11-24,,,2024-08-14,126.151194693835,34.4679911967113,전남,진도군,지산면,전라남도_진도군_태양광발전소전기사업허가정보_20240814.csv
